Low,High
2.41241488481002,0.32324890590137
2.11863354604480,1.55543850303891
1.53741153643270,0.81570185597360
0.92552808378625,0.42624059375066
2.35469849138932,0.85939601645306
0.85693216979730,0.68178134615702
1.06095285574326,0.71506939257963
1.11521668070611,0.85477819260070
2.24911780535123,1.14522353435462
1.88427993608763,1.64455181347943
2.05020541485160,1.44448859444697
0.63061099562002,0.20669133903401
0.52255192913845,1.06526008795968
0.51232870829893,0.31167163271098
0.41567099083046,0.07740065388858
1.81992762820258,1.22043291214974
2.14701413403806,0.29638581381188
1.92250645506862,1.00407726947714
2.89493693660086,0.43588696896798
2.18804152560731,0.14257314777809
2.78617979279702,0.73294359674545
0.87417923851002,0.10339792177996
1.63401735306112,0.81250843579576
1.63440196832969,2.04436012376480
0.41608096035372,1.14562201838527
0.57230183396577,0.32029616104319
2.47064473607462,1.30936500079324
0.82382827379076,0.51739394844884
2.57447766328602,0.62135577852357
2.44891953017145,0.21649832458868
2.90192752793465,0.06360029877774
2.49968742571172,0.44574224632756
2.51715448253758,0.52059051688823
2.94342183172805,0.76945633531850
2.64713652042470,0.91775512165272
0.45614670893609,0.48083050302914
1.80881520288566,1.49439465521471
2.36530060012840,0.12962937143418
1.28708941122538,1.25440477307847
2.34623819065983,0.89878274241110
2.74269164192257,0.21992041191025
2.62055808381869,1.13681858053417
2.74009676959244,
1.95254184791904,
0.67185892114943,
2.71823309099125,
0.61946779609260,